ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
3,7126.17,14067,-2411.41,87,120,809
0,19120.3,175863,-10090,66,405,6185
3,9023,27471.7,-3087.19,98,158,1403
0,11853.7,94359,-7039,31,293,4245
4,8243.17,9793.77,-2822.43,19,138,554
2,5281.79,4255.04,-1.25E+03,10,79,317
2,3793.47,2110.85,-1096.84,23,54,165
5,7810.64,12119.8,-2837.49,70,130,694
2,6789.08,5270.24,-2.20E+03,8,79,292
4,7703.54,8018.91,-1.70E+03,150,109,486
3,19809,181137,-4.77E+03,77,403,6746
4,5272.92,4330.83,-1290.76,14,72,340
3,7885.9,9511.97,-2907.92,20,138,554
2,6658.25,7341.33,-1463.01,37,93,545
5,9137.38,37850.9,-3775.45,37,180,2054
4,10181.9,34842.3,-4392.43,119,208,1691
4,9170.27,11448.7,-2909.88,35,156,654
3,24057.2,280260,-1.18E+04,84,540,8870
5,8040.98,4726.28,-2696.69,34,131,271
0,9644.81,27813,-3546,23,183,1367
0,8265.77,27837,-3169,35,166,1579
2,5118.47,4169.92,-1.52E+03,10,79,317
3,22740.6,361652,-5.96E+03,107,462,11563
4,9244.39,38701.5,-2.74E+03,15,196,1885
3,5510.27,4596.26,-8.91E+02,19,88,292
3,9392.55,17590.5,-3872.73,69,172,973
3,8860.37,12166.2,-2713.05,93,136,619
4,10420.5,38783.1,-4074.74,124,205,1751
2,3827.55,1444.43,-1004.61,42,52,133
0,22937.9,441558,-12300,120,565,13977
0,12756.1,71641,-6836,43,237,2980
0,15745.3,188669,-10522,39,400,7584
4,10092.5,17257,-3760.5,76,172,973
5,9740.84,38553.8,-3735.98,40,180,2054
5,9851.4,40076.1,-3062.28,97,159,2181
0,16963.4,162710,-5835,106,368,6632
2,3964.45,2209.12,-1151.48,20,54,165
4,10705.9,38859.4,-3770.72,38,193,2118
2,5305.59,3442.14,-789.06,50,51,132
3,4243.39,1958.66,-977.967,5,63,166
5,6382.58,11489.8,-1789.32,20,102,764
3,18032,177266,-6.93E+03,66,403,6746
0,12534.3,65929,-4792,17,213,2750
4,8107.84,13052.3,-2687.49,16,132,806
4,11255.9,50984.3,-4.26E+03,25,216,2677
4,10020.4,26756.9,-3277.48,22,174,1415
3,8103.57,9424.79,-2999.65,18,138,554
2,3855.52,2246.71,-1108.13,20,54,165
4,22079.9,405041,-8.65E+03,58,473,14125
0,17665.7,262224,-10708,153,449,9546
0,10556.3,24587,-5161,34,203,1314
0,9116.18,27139,-5348,19,172,1418
4,6804.76,4067.96,-2336.76,71,101,249
0,13020.1,43856,-7670,76,286,1807
2,10814.6,69256,-5401.74,128,247,3373
1,5588.1,4745,-5.06E+02,24,85,343
2,5637.88,7621.09,-1902.67,76,104,457
3,9144.75,26529.5,-3.05E+03,32,156,1364
3,15772.5,118142,-4.65E+03,53,271,4426
4,10845.2,54332.3,-2.04E+03,29,188,2599
0,18650.6,379797,-12273,79,477,13306
4,9133.42,14045.5,-2699.69,30,148,729
2,7677.8,9436.2,-2946.74,98,130,490
4,9119.2,20491.4,-3420.84,80,163,1162
1,2530.64,51.5672,-7.55E+02,8,33,5
4,12492.7,57913.7,-2.45E+03,60,223,2822
4,13101.5,75638.3,-5459.64,55,262,3211
2,10690.5,37806,-4200.8,126,205,1751
2,4886.03,3485.93,-918.181,49,51,132
5,10760.1,35767,-4214.87,115,208,1691
3,11605.9,112765,-2.64E+03,44,235,4905
2,10997,58222.9,-4656.48,142,217,2904
5,22548.1,278172,-9737.45,64,468,9276
0,14444.2,306659,-8860,56,362,12482
2,5271.62,4282.38,-1.04E+03,9,79,317
0,6207.94,4782,-4071,15,108,319
4,17232.3,110370,-5.71E+03,41,322,4619
3,8703.46,12296.2,-2760.41,96,136,619
0,7936.34,7034,-1892,23,130,401
5,12234.1,45138.5,-5891.56,69,273,2061
2,4359.7,2254.58,-998.109,22,54,165
0,7527.58,7485,-3029,3,124,427
3,6859.68,10327.7,-1.97E+03,14,109,689
3,5737.32,4189.12,-1251.91,122,88,318
4,9052.34,11701.3,-3094.37,35,156,654
4,8910.83,20511,-3506.26,95,163,1162
0,14036.5,61957,-5160,29,271,2753
2,6669.98,4859.02,-2.14E+03,15,79,292
3,11445.9,50198.5,-3.67E+03,21,216,2677
5,12954.4,70699,-5573.89,44,262,3211
0,17487.3,190459,-12995,213,385,7096
5,5261.13,7529.08,-1609.75,45,90,405
4,11068.7,90464,-6.83E+03,48,254,3885
0,11843.3,50626,-5590,37,222,2190
3,12341.1,78212.9,-7.00E+03,51,272,3539
0,23902,495406,-17087,135,633,15518
2,8027.02,9558.45,-2965.75,100,130,490
3,9755.62,39124.4,-2.95E+03,22,196,1885
5,8671.59,37866.6,-3976.33,43,180,2054
3,17353.3,160560,-7185.68,72,352,6744
5,9351.48,37924.9,-3800.23,40,180,2054
2,21731.8,170284,-7.23E+03,91,449,5537
3,7475.73,14413.6,-2318.55,89,120,809
0,19465.8,148891,-11212,184,362,4930
5,13488.2,78991.2,-7610.12,80,320,3466
0,8413.92,8778,-2836,11,108,317
4,22950.7,516725,-11651.1,146,540,18067
0,19805.9,193607,-5891,56,390,5427
3,4423.04,2347.78,-949.336,48,51,132
2,6198.64,5226.61,-2.16E+03,7,79,292
0,15230.1,94747,-6792,80,322,3889
4,7872.91,12868.1,-2749.99,15,132,806
5,5549.88,1918.48,-1407.39,24,76,147
4,16990.8,110964,-5.99E+03,39,322,4619
4,18572.1,201322,-6.67E+03,49,390,7459
0,11126.9,47950,-3592,30,187,1997
3,7479.31,9269.14,-3099.19,29,138,554
2,5154.85,4519.82,-1.10E+03,21,88,292
5,8305.32,11014,-3086.33,35,156,654
0,10665.4,79696,-6138,64,263,3794
5,10411.5,29115.5,-1.10E+03,28,194,1521
4,8627.91,27528.7,-2870.6,88,156,1521
0,6757.44,9791,-3311,15,102,616
4,9063.6,28186.3,-2.07E+03,31,156,1364
0,15168.7,126647,-5984,48,314,4913
3,13924,140483,-4.65E+03,47,315,5844
0,15970.8,186170,-8294,47,340,7696
3,18374.8,178742,-6.08E+03,66,403,6746
3,14822.6,54955,-5.35E+03,35,215,2188
3,18748,161504,-9.59E+03,87,388,6290
5,9674.42,27929.3,-2.41E+03,34,156,1364
3,9625.96,16948.4,-3933.21,78,172,973
3,21002.2,245444,-1.46E+04,81,540,8870
0,10712.6,31987.6,-4935.66,106,204,1692
4,8329.45,7607.97,-1.08E+03,12,111,453
3,14492.2,143648,-6021.64,167,308,6057
4,5799.45,2196.16,-1433.96,14,82,185
5,13529.8,52364.6,-6000.69,54,288,2334
0,9051.53,23420,-3110,27,179,1312
3,13123.2,60739.8,-4.94E+03,32,247,2754
5,8409.37,12354.2,-2078.59,63,130,694
0,22126.5,313801,-14355,90,604,11135
4,7082.59,13879.9,-2305.45,91,120,809
4,9026.32,12053.3,-2709.42,100,136,619
2,6665.64,5194.62,-2.25E+03,10,79,292
2,8596.63,17231.8,-2837.88,79,142,844
3,6657.22,10328.1,-2.88E+03,13,109,689
5,22425.9,279297,-9594.96,75,468,9276
1,9043.2,17181.6,-4277.69,35,183,931
0,12989.2,59808,-6158,191,262,2973
0,10531.8,105416,-4725,34,245,4999
3,10245.4,46741,-3.54E+03,29,216,2677
5,13047.4,72660.2,-5474.51,35,262,3211
0,17099.2,136494,-10925,82,418,5223
0,8035.89,8791,-2323,18,118,486
4,9731.66,34433.1,-4517.08,129,208,1691
2,11566.8,114279,-4.23E+03,42,235,4905
5,9465.86,30363.3,-3197.55,125,171,1747
4,19735.4,181419,-4.59E+03,80,403,6746
4,22565.8,516214,-11455.7,148,540,18067
0,14315.5,141095,-6434,195,297,5733
2,15373.5,116457,-5.17E+03,53,271,4426
2,6897.62,5434.01,-1.71E+03,10,79,292
0,12634.9,96773,-6422,139,287,4148
4,12505.8,79449.9,-5.51E+03,55,272,3539
4,10150.4,36800.3,-3.60E+03,39,196,1997
0,8452.41,19915,-4480,38,130,1153
2,10662.4,57064.3,-4578.11,127,217,2904
0,7729.33,26693,-3277,20,133,1569
0,16013.5,158878,-9898,50,347,5642
0,3429.65,1359.07,-654.065,32,40,100
4,6119.58,11141.6,-1881.59,24,102,764
0,11389.6,26771,-3052,56,163,770
0,8179.01,14236,-3270,50,138,931
0,15546.2,219097,-10307,60,380,8329
4,7283.14,4160.78,-2246.33,69,101,249
3,13892.7,143280,-6281.03,157,308,6057
4,7356.78,4699.57,-1.72E+03,26,86,205
1,2442.39,52.9309,-3.87E+02,6,33,5
3,8866.91,26314.9,-1.63E+03,27,156,1364
0,9080.86,20189,-4767,109,164,1065
4,6545.66,7486.72,-2.38E+03,158,109,486
0,21645.3,261098,-10275,137,441,7591
0,20533.1,288372,-13643,308,491,10392
4,8491.06,16829.8,-2713.79,78,142,844
3,11979.7,34962.4,-2.64E+03,40,234,1581
3,8756.46,38629.6,-2.42E+03,22,196,1885
4,20884.5,413235,-9.53E+03,58,473,14125
2,13344.1,43384.5,-2.30E+03,41,234,1581
3,22814.2,473027,-1.42E+04,67,483,15505
5,13549.4,53800.5,-6273.03,54,288,2334
4,2407.43,53.3461,-3.88E+02,96,33,5
0,12657.2,104063,-6402,41,313,4721
3,7333.51,14960.1,-2780.99,76,134,970
3,9871.74,37738.3,-4053.85,25,193,2118
4,6329.38,5068.19,-1.23E+03,17,79,292
3,15346.5,55995.7,-4.70E+03,37,215,2188
0,26076.9,491957,-11860,167,555,12044
2,17321.7,161494,-7435.97,79,352,6744
3,4792.93,2982.05,-1222.96,40,71,249
0,9860.22,47521,-4164,35,200,2465
5,21858.2,281091,-10022.9,73,468,9276
0,12343.2,106580,-8275,56,315,4623
2,9846.82,10193.2,-1.39E+03,34,154,587
0,14883.9,113041,-8358,37,311,4910
0,6921.28,9237,-3256,37,116,615
5,20683.2,202193,-5.74E+03,91,403,6746
5,9272.69,40062.5,-3036.1,102,159,2181
3,9058.81,27191.2,-3.12E+03,35,156,1364
0,13242.9,90117,-6668,38,263,3797
5,9047.04,11412.3,-3021.31,43,156,654
0,12150.4,35499,-5749,35,197,1808
3,14258.5,51744.5,-5.46E+03,34,215,2188
0,11707.4,29321.5,-4103.34,11,179,1212
0,11624,92106,-5656,40,236,4059
0,11020.6,35953,-4783,82,194,1582
2,5260.46,4208.06,-1.20E+03,11,79,317
4,5574.7,7173.95,-1650.6,47,93,545
1,9079.62,17161.3,-4222.45,35,183,931
0,7256.58,16538,-2855,47,117,928
0,9290.48,24048,-5443,35,180,1362
5,9731.53,30458.1,-2683.67,128,171,1747
4,8830.61,11279,-3119.02,40,156,654
4,10957.2,40011.7,-3929.46,29,193,2118
0,8043.19,21730,-3253,28,154,1305
5,10137.5,37160.1,-2.56E+03,40,196,1997
0,7092.17,18557,-3491,27,130,1062
0,10269.6,16502,-2878,70,194,941
2,4319.06,2242.52,-1004.3,22,54,165
4,14396.4,58874.6,-3.42E+03,72,224,2192
3,9123.59,16967.1,-2725.06,65,142,844
0,7739.84,13420,-2830,9,90,613
0,14423.9,160026,-6986,34,315,6401
4,13687.5,91147.8,-3.15E+03,56,254,3885
3,8361.42,12016.4,-2481.14,86,128,693
0,10712.8,57843,-6038,37,251,2977
2,5077.82,3398.95,-809.458,47,51,132
1,5524.25,4921.01,-1.10E+03,30,85,343
3,13952.3,56593.3,-3.31E+03,23,215,2188
0,12368.6,89909,-6390,38,268,3555
4,7101.17,4091.4,-2246.88,69,101,249
2,6903.94,13479.8,-1539.96,22,96,804
0,12864.2,53458,-4921,56,272,2321
3,5589.71,4245.66,-1492.5,123,88,318
2,5064.68,4162.98,-1.02E+03,11,79,317
4,12905,46113.5,-5968.47,54,273,2061
5,9191.46,29214.2,-3456.45,32,179,1626
4,7122.49,4084.05,-2321.27,71,101,249
4,8245.1,9905.5,-2801.85,19,138,554
5,9753.4,35192.4,-4779.05,125,208,1691
4,13201.7,81410.4,-5.80E+03,41,272,3539
4,13888.5,52659.6,-6138.47,51,288,2334
2,5315.15,3413.6,-790.954,46,51,132
3,9499.44,39109.5,-2.42E+03,20,196,1885
4,11363.2,86681,-2.63E+03,28,220,3450
3,13502.1,75927.3,-4.04E+03,44,264,3217
3,6262.62,7774.27,-1686.72,49,93,545
3,4964.18,3005.76,-1248.41,43,67,224
2,7282.08,5407.98,-1.32E+03,16,79,292
2,16018.8,117545,-4.92E+03,54,271,4426
4,14025.3,70470.3,-3.15E+03,89,224,2192
0,6888.95,10446,-2584,46,112,689
0,7281.52,15417,-2918.31,75,134,970
0,8627.82,22564,-4496,104,151,1309
3,15204,65870.5,-5.30E+03,46,215,2188
0,7309.76,12500,-2478,29,151,806
0,8108.12,16838,-3341,36,159,974
3,9261.42,10534.5,-566.86,0,130,490
0,6281.22,18698,-2943,30,118,1201
0,21491.5,115017,-10443,65,447,3813
4,8864.28,11542.2,-3049.69,46,156,654
5,8718.96,20503.5,-3521.93,82,163,1162
0,12503.2,54103,-5672,83,199,2186
0,20812.9,263204,-13170,351,556,8611
4,8831.46,26897.3,-3012.05,93,158,1403
2,5637.5,7492.4,-1897.54,75,104,457
0,8998.16,16628,-4142,13,157,933
4,8006.3,16808.7,-2924.28,73,142,844
5,9863.13,37756.1,-4.12E+03,46,196,1997
3,5889.74,5019.13,-1.84E+03,8,79,292
3,12771.1,114015,-2.81E+03,43,235,4905
2,12627.4,46083.8,-3.22E+03,48,223,2059
4,9273.11,27343.8,-2.16E+03,27,194,1521
0,9538.53,56501,-4925,14,173,2664
5,14425.4,83266.5,-2.07E+03,52,223,2822
2,2566.12,59.2803,-4.75E+02,92,33,5
0,27564.9,473966,-13486,73,609,14484
4,9737.31,49720.4,-6.83E+03,32,216,2677
3,20893.3,144606,-7.53E+03,81,449,5537
3,4652.98,2949.59,-1220.68,39,71,249
2,5381.71,4319.2,-9.57E+02,11,79,317
2,5418.53,4235,-1.07E+03,17,88,292
5,3728.92,2215.58,-570.825,3,43,161
5,6842.8,6929.84,-1709.58,35,95,427
2,8560.98,11965.5,-2476.93,78,128,693
3,20529.1,199408,-4.55E+03,84,403,6746
5,24789.1,461308,-1.08E+04,40,483,15505
4,9800.93,32580.9,-3524.82,95,176,1922
3,16933.9,161557,-1.16E+04,68,388,6290
0,18363.6,213573,-10076,247,388,7708
0,10247.1,21673,-5139,41,197,1025
4,9749.65,34083.1,-3335.91,84,176,1922
0,11165.2,62912,-4330,55,205,2749
0,7180.39,6250,-3088,29,121,404
3,13959.3,141307,-4.83E+03,45,315,5844
3,4591.73,3032.56,-1250,38,71,249
2,13613.4,51617.3,-4.21E+03,28,234,2464
2,11857.6,33411.1,-2.07E+03,26,234,1581
2,5123.92,4264.93,-1.60E+03,11,79,317
0,13326,118648,-6901,57,307,5214
2,6062.76,7709.18,-1711.21,71,104,457
4,6965.81,7481.82,-1.49E+03,21,111,453
2,10829.7,58012.2,-4500.33,137,217,2904
2,13252.2,62708,-2.39E+03,69,224,2192
4,9406.08,17477.8,-3969.76,78,172,973
0,6397.89,4986,-968,6,102,270
2,7448.98,5706.76,-1.84E+03,16,79,292
3,8192.7,16781.6,-2766.07,78,142,844
3,8357.59,16920.1,-2665.08,73,142,844
4,7591.78,7449.21,-1.60E+03,170,109,486
4,8870.19,11516.4,-3045.66,38,156,654
3,13345.9,91590.4,-5.00E+03,61,254,3885
4,8643.18,28566.3,-3427.82,37,179,1626
3,8323.32,25348.7,-3150.3,35,157,1519
4,22473,514645,-11465.5,145,540,18067
4,7884.95,4515.97,-2591.14,33,131,271
0,6966.87,8664,-1366,11,135,553
0,6425.42,4872,-3652,42,105,247
4,14107.1,78406.6,-7200.28,72,320,3466
0,12062.9,40010,-2844,36,232,1872
0,8819.31,22295,-4467,36,189,1167
4,9522.8,26816.4,-2898.18,97,158,1403
4,12137,91674.1,-4.58E+03,61,254,3885
0,17446.8,117724,-8942,60,371,4347
4,12597.6,57021,-4.12E+03,27,216,2677
0,9819.44,13987,-3852,22,170,732
4,8831.43,9980.28,-2761.03,22,138,554
3,6200.97,11629.1,-1938.1,9,105,765
3,11256.4,50455.1,-4.22E+03,18,216,2677
0,14097.2,74090,-10355,140,325,3223
1,2408.71,57.0714,-5.21E+02,6,33,5
3,8695.18,38636.4,-2.92E+03,18,196,1885
5,12881.4,56452.9,-4134.33,39,215,2394
3,7421.3,25905.5,-1.51E+03,37,166,1414
5,16346.1,49260,-5069.49,68,273,2061
4,22568.7,520431,-11729.6,141,540,18067
3,7437.23,15335.4,-2615.05,61,134,970
3,11257.8,51260.4,-4.93E+03,21,216,2677
0,12267.4,88963,-5225,27,277,4421
5,9205.55,27496.7,-2.19E+03,17,156,1364
0,11641,85283,-5184,28,244,3795
0,16655.6,157508,-9783,66,393,6185
5,9507.53,54516,-4.34E+03,41,188,2599
4,5791.1,7130.72,-1706.5,47,93,545
4,22977.9,519586,-11061.3,130,540,18067
0,6255.53,1432,-250,8,81,88
3,6130.77,10362.3,-3.24E+03,13,109,689
0,5923.59,4863,-1367,49,86,315
3,8671.49,25152.6,-2976.89,30,157,1519
0,6390.06,13575,-4016,26,123,846
2,5721.11,7573.91,-1882.76,77,104,457
0,37563.7,1073140,-22125,184,775,25801
0,10257.1,82602,-4862,29,190,2966
3,7268.4,14086.2,-2400.58,82,120,809
5,8126.81,9177.95,-9.76E+02,26,102,516
2,4651.83,2939.74,-1309.3,49,67,224
3,9759.7,26922.1,-3387.09,28,174,1415
0,15667.4,191744,-10109,71,380,7094
4,5196.71,3011.5,-1214.66,44,67,224
2,7809.48,9415.71,-3026.43,96,130,490
0,10752.9,45012,-5164,30,190,2054
0,13211.1,132082,-4671,110,269,5619
5,5302.09,2255.64,-1426.6,26,82,185
4,14094,69261.7,-3.60E+03,66,224,2192
3,9172.26,27400.6,-2.95E+03,26,166,1414
2,8348.61,10575.2,-2882.76,93,139,587
2,7019.52,13275.3,-1477.81,18,96,804
3,10757.2,49814.8,-4.93E+03,27,216,2677
2,5146.35,3408.2,-809.296,50,51,132
4,14180.5,95689.1,-5612.08,55,294,4249
4,9495.81,12344.3,-2683.82,89,136,619
5,5451.05,4607.35,-1.43E+03,14,79,317
3,8878.5,38663.3,-2.95E+03,32,196,1885
0,14741.2,84575,-8999,70,332,3545
0,13235.2,70016,-6748,60,282,3218
3,6019.6,10276.8,-4.03E+03,19,109,689
1,5364.27,4616.64,-6.96E+02,20,85,343
1,5241.4,4789.5,-1.21E+03,22,85,343
3,4649.53,2000.98,-972.014,8,63,166
0,8887.81,17363,-3697,72,185,1026
0,10638.9,29147,-4496,41,193,1576
5,9058.9,27635.7,-1.60E+03,39,166,1414
0,10224.5,21567,-4351,87,184,1118
5,7986.21,7551.51,-6.89E+02,134,109,486
3,8225.49,12088.9,-2587.32,81,128,693
4,10116.9,34274.1,-3475.97,80,176,1922
0,10811.1,32066,-3440,44,183,1638
5,14089.3,108556,-6.64E+03,44,322,4619
3,14819,71100.6,-3.51E+03,63,224,2192
5,8784.81,20655.5,-2635.59,58,152,1165
4,8613.47,10864.7,-3101.15,40,156,654
3,19932.7,255619,-1.39E+04,79,540,8870
4,14004.1,116017,-1.85E+03,40,235,4905
0,10612.5,36323,-6617,131,227,1757
5,9684.64,29203.4,-3443.24,29,179,1626
0,25831,470347,-17250,78,659,13162
4,6502.8,3947.96,-2326.51,69,101,249
3,16818.9,161761,-7312.56,74,352,6744
4,6005.14,7355.35,-1605.06,49,93,545
3,18297.5,161255,-1.11E+04,84,388,6290
0,4665.23,4958,-1804,9,74,369
2,7769.51,5194.65,-1.45E+03,26,86,205
2,14947.6,117256,-4.50E+03,46,271,4426
3,7016.59,13834.1,-2426.1,99,120,809
4,8537.14,12327.1,-2528.7,83,128,693
4,7637.46,4614.42,-2767.72,32,131,271
0,19955.3,184552,-9132,71,386,5540
1,10950.6,69097.6,-5315.89,144,247,3373
4,17483.2,161165,-1.21E+04,74,388,6290
4,7729.12,4695,-2681.89,24,131,271
5,15317.2,80807.5,-6986.59,64,320,3466
2,7837.97,9397.01,-2955.41,96,130,490
3,11174.3,85162.9,-2.82E+03,19,220,3450
2,15588.5,117412,-5.44E+03,59,271,4426
2,8622.15,20178.1,-3536.21,85,163,1162
3,6322.64,10215.9,-3.07E+03,15,109,689
2,10605.5,37693.8,-4190.6,128,205,1751
3,7136.94,14053.6,-2380.85,91,120,809
0,9861.33,54723,-4455,26,211,2753
4,22750.5,515774,-11578.9,149,540,18067
3,9624.31,17648.6,-3778.78,72,172,973
3,7128.65,13917.6,-2441,93,120,809
4,10727.3,39252.8,-3776.51,37,193,2118
2,4336.51,2128.09,-938.482,20,54,165
4,9880.87,27561.5,-2.44E+03,25,194,1521
5,23052.5,279140,-9130.5,78,468,9276
0,11909.4,54043,-6089,70,210,2255
0,7043.2,11948,-1980,43,119,690
3,7193.86,14334.1,-2371.85,83,120,809
2,2420.22,64.9663,-1.91E+02,92,33,5
2,14405.5,59199.2,-6815.36,163,305,2610
0,24214.4,489428,-12775,350,587,14495
0,11696.1,52790,-4227,42,226,2749
5,7981.66,7686.05,-2.48E+02,147,109,486
0,20568.5,338746,-12336,125,442,9536
4,5954.86,11551.5,-1887.33,17,102,764
2,5803.84,7080.71,-1665.26,50,93,545
5,12357.7,71630.2,-5590.23,54,262,3211
1,5465.87,4310.43,-1.17E+03,13,88,292
4,2563.23,50.9054,-4.20E+02,92,33,5
4,13761.7,52183.8,-6007.55,64,288,2334
3,24142.6,476380,-1.13E+04,41,483,15505
0,14298.5,48944,-694,116,298,2132
4,11677.3,31899.9,-2.71E+03,47,234,1581
5,3571.47,2084.04,-571.481,3,43,161
5,5013.01,4377.3,-1281.45,31,72,340
0,14005.2,92275,-6675,43,378,3980
2,5324.56,4358.6,-1.24E+03,15,88,292
0,13297.3,68152.4,-6175.16,173,254,2904
0,7489.6,12231,-2556,18,126,689
3,9641.34,32648.5,-3518.3,85,176,1922
5,8793.22,23368.5,-2973.15,29,154,1252
5,13674.1,78758.8,-5382.44,40,262,3211
4,9220.68,27245.7,-2977.14,84,158,1403
4,8952.04,11412.8,-3292.75,43,156,654
4,8549.77,11488.8,-3066.64,41,156,654
5,13736.5,52962.2,-6013.84,53,288,2334
2,14471.1,59202.9,-6791.78,162,305,2610
3,24098,266731,-1.39E+04,67,540,8870
3,11208.8,37485.3,-3744.35,111,205,1751
2,22210.1,469714,-1.43E+04,62,483,15505
4,9370.52,25713.8,-3387.69,29,174,1415
1,2407.1,51.6361,-4.36E+02,8,33,5
0,14041.4,162675,-7817,56,329,6616
0,10528.8,44295,-4477,24,169,1467
4,9789.11,34725,-3527.9,86,176,1922
0,9988.13,19980,-1701,23,163,1020
2,9064.02,17280.3,-4205.98,31,183,931
0,6524.68,7530.17,-1412.32,13,90,405
1,5957.07,4728.77,-1.39E+03,21,85,343
5,12637.1,70489,-5553.55,39,262,3211
4,13057.6,80033,-5.97E+03,45,272,3539
5,5156.99,4323.73,-1288.45,14,72,340
0,25086.3,613234,-15960,138,534,18080
3,3905.51,1477.88,-897.623,35,52,133
2,5446.11,4376.88,-1.02E+03,17,88,292
0,10923.6,31479,-5018,65,233,1587
0,11479,52172,-4310,25,236,2747
4,9226.34,27246,-3856.25,95,214,1469
2,5806.61,4153.75,-1543.57,121,88,318
4,18333.7,202634,-9.72E+03,51,390,7459
5,13114,60737.8,-4612.57,135,237,2672
4,21601.5,410673,1.14E+04,55,473,14125
0,4840.31,6880,-2819,16,80,515
4,9911.99,36843.4,-4.20E+03,41,196,1997
3,5154.7,2927.84,-1051.09,30,71,249
3,8862.77,51687.9,-3.26E+03,19,188,2599
0,9183.59,31143,-2400,44,192,1470
4,11124.5,85963.5,-2.89E+03,37,220,3450
0,4286.17,1339,-1331,17,61,129
2,12641.3,51023.1,-5.27E+03,34,234,2464
0,18624.7,177716,-7238,83,416,5963
2,8798.37,20055,-3430.59,78,163,1162
0,8449.67,21490,-3004,23,157,1253
3,11125.7,49788.2,-5.53E+03,33,216,2677
5,14303,102632,-5702.2,144,281,4061
0,15173.6,112122,-6748,42,308,4156
3,4247.03,2239.69,-922.626,47,51,132
3,21417.8,339680,-8.24E+03,115,462,11563
0,13139.8,60481,-5764,59,255,2753
4,9395.66,27832.2,-2.18E+03,44,156,1364
0,20520.4,312243,-10299,101,395,7591
4,8666.98,26833.4,-2797.66,87,156,1521
0,14946.7,119820,-9824,103,364,4820
2,16590.1,160799,-7497.13,79,352,6744
2,5231.45,4303.96,-9.64E+02,11,79,317
0,16111.4,176001,-11582,44,381,6737
0,7034.7,6789,-3459,28,96,318
5,9020.1,30287.6,-3349.49,122,171,1747
5,8882.31,28723.5,-3491.35,38,179,1626
3,10713.6,37305.2,-4084.31,107,205,1751
0,20594.5,234763,-11250,86,468,8473
5,25556.1,480552,-1.10E+04,49,483,15505
4,2193.22,57.0036,-7.32E+02,10,33,5
0,23393.9,612936,-12921,155,536,19034
4,5737.25,11316.2,-1847.41,22,102,764
0,10508.5,35637,-3479,28,205,1692
3,8851.16,13460.2,-2815.19,14,148,729
4,26190.4,282293,-1.33E+04,81,540,8870
2,5397.48,4259.4,-1.10E+03,10,79,317
0,13427.5,84741,-7452,28,294,3377
0,17594.8,154979,-7682,187,348,5322
3,21445.3,196206,-6.60E+03,74,403,6746
0,5059.43,3845,-1868,7,86,273
4,9633.91,25824,-3314.33,21,174,1415
2,12633.9,73636.8,-3.39E+03,25,249,3630
1,9028.47,17174.9,-4267.94,36,183,931
0,8535.77,13612,-2839,60,162,844
0,4906.62,2991,-915,6,81,246
4,20425.4,191299,-5.71E+03,75,403,6746
2,10261.5,57478.2,-4658.02,137,217,2904
0,8320.92,23160,-4905,54,166,1309
0,14570.3,96839,-5546,32,280,4148
5,13228.4,99497.5,-5983.67,145,281,4061
2,5048.07,4249.16,-1.02E+03,10,79,317
2,12652.5,74033.4,-4.67E+03,17,249,3630
0,11396.5,90104,-6823,43,268,4063
4,10205.1,26404.5,-3276.48,27,174,1415
1,9294.61,17184.9,-4114.86,31,183,931
2,2443.42,51.0153,-3.97E+02,92,33,5
4,12387.8,53155.8,-4.64E+03,31,216,2677
0,9867.62,22410,-5116,46,206,1165
4,9849.79,26238,-3354.52,26,174,1415
3,6925.03,4144.85,-1.88E+03,26,86,205
0,14863.1,57918,-6009,34,246,2067
0,21189.4,323329,-14776,91,498,11583
0,13621.4,161140,-8372,47,325,6619
5,8555.49,4806.98,-2565.74,34,131,271
3,11238.9,86063.6,-3.00E+03,20,220,3450
0,24334.1,495991,-16696,130,564,16233
4,15115.1,80707.2,-1.44E+03,69,223,2059
0,15354.2,116772,-9317,69,362,4351
0,8592.49,15758,-4445,97,174,889
3,15081.4,60358.1,-6553.03,144,305,2610
3,25300.7,480315,-1.24E+04,55,483,15505
0,11052.6,56366,-6856,39,252,2465
5,7010.47,4147.56,-1.62E+03,22,86,205
4,6995.5,6689.59,-2127.62,30,108,428
4,13006.1,47127.7,-5839.02,58,273,2061
2,12272.7,60183.5,-5.92E+03,34,247,2754
3,14558.2,51248.1,-3.17E+03,36,234,2464
3,5568.57,4125.41,-9.51E+02,12,79,317
0,10018.6,36984,-3413,30,196,1811
5,8575.26,12354.4,-2434.33,78,128,693
3,15343.8,63836.7,-5.21E+03,37,215,2188
2,4360.31,2254.65,-997.984,22,54,165
4,7785.22,12910.8,-2764.07,20,132,806
3,5988.01,10163.6,-4.28E+03,18,109,689
5,5506.01,1854.91,-1397.42,25,76,147
3,9602.93,10658.9,-2.95E+03,34,154,587
4,8266.7,12990.6,-2616.45,15,132,806
3,12704.3,103977,-2.73E+03,16,220,3450
2,18490.4,160922,-6628.36,104,352,6744
2,11397.5,114388,-4.36E+03,48,235,4905
0,14701,113348,-5798,28,271,3061
0,11807.3,63817,-6632,19,240,2894
4,18591.1,159971,-1.00E+04,207,388,6290
4,12907.9,49719.2,-4.64E+03,31,215,2188
0,17533.1,165772,-6866,57,374,6628
